 3 Pix  0  0
 0 Pix  0  1
 1 Pix  0  2
 0 Pix  0  3
 1 Pix  0  4
 6 Pix  0  5
 2 Pix  0  6
 6 Pix  0  7
 1 Pix  0  8
 4 Pix  0  9
 3 Pix  0 10
 5 Pix  0 11
 2 Pix  0 12
 6 Pix  0 13
 1 Pix  0 14
 1 Pix  0 15
 4 Pix  0 16
 4 Pix  0 17
 4 Pix  0 18
 3 Pix  0 19
 4 Pix  0 20
 4 Pix  0 21
 2 Pix  0 22
 7 Pix  0 23
 5 Pix  0 24
 1 Pix  0 25
 0 Pix  0 26
 6 Pix  0 27
 1 Pix  0 28
 4 Pix  0 29
 1 Pix  0 30
 3 Pix  0 31
 6 Pix  0 32
 8 Pix  0 33
 1 Pix  0 34
 4 Pix  0 35
 1 Pix  0 36
 8 Pix  0 37
 5 Pix  0 38
 5 Pix  0 39
 4 Pix  0 40
 2 Pix  0 41
 7 Pix  0 42
 8 Pix  0 43
 6 Pix  0 44
 6 Pix  0 45
 4 Pix  0 46
 4 Pix  0 47
 7 Pix  0 48
 4 Pix  0 49
 2 Pix  0 50
 7 Pix  0 51
 2 Pix  0 52
 6 Pix  0 53
 3 Pix  0 54
 7 Pix  0 55
 6 Pix  0 56
 5 Pix  0 57
 5 Pix  0 58
 5 Pix  0 59
 5 Pix  0 60
 7 Pix  0 61
 4 Pix  0 62
 9 Pix  0 63
 8 Pix  0 64
 5 Pix  0 65
 3 Pix  0 66
 5 Pix  0 67
 5 Pix  0 68
 3 Pix  0 69
 3 Pix  0 70
 4 Pix  0 71
 8 Pix  0 72
 4 Pix  0 73
 8 Pix  0 74
 5 Pix  0 75
 6 Pix  0 76
 3 Pix  0 77
 4 Pix  0 78
 9 Pix  0 79
 6 Pix  1  0
 4 Pix  1  1
 4 Pix  1  2
 3 Pix  1  3
 7 Pix  1  4
 4 Pix  1  5
 4 Pix  1  6
11 Pix  1  7
 1 Pix  1  8
 1 Pix  1  9
 8 Pix  1 10
 6 Pix  1 11
 2 Pix  1 12
 7 Pix  1 13
 1 Pix  1 14
 3 Pix  1 15
